mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
28.83888816833496,1.6851392646084127,0.48301347096761066,0.3029516747337506,,100,"{'max_depth': None, 'n_estimators': 100}",-5.457173409560013,-5.159041687644872,-4.870366802247569,-5.162193966484151,0.23957316383211713,4
51.965283473332725,8.038789319323229,0.5000159740447998,0.09569932380210323,,200,"{'max_depth': None, 'n_estimators': 200}",-5.45485793085658,-5.148005661230381,-4.8776892193474675,-5.160184270478143,0.2357854523059463,3
12.85055422782898,0.3737062444241525,0.2320082982381185,0.12108403452967077,10,100,"{'max_depth': 10, 'n_estimators': 100}",-4.8384423538643215,-4.988083272562786,-4.829769569096461,-4.88543173184119,0.0726719038248648,1
22.578425884246826,4.417973312162262,0.16684269905090332,0.014871097015159915,10,200,"{'max_depth': 10, 'n_estimators': 200}",-4.842637447405421,-4.974377083695032,-4.844340835456551,-4.887118455519001,0.06170508637103455,2
