Reel,Pred
16.588099342704055,15.29701686005454
16.811242881518265,16.69301130472136
13.122365377402328,17.451156936321116
15.424948670398354,16.452353971163458
15.424948670398354,15.49781627872269
17.034386422832473,16.007316629472488
14.914123179965662,15.987548863384431
14.731801689838349,16.15142785329904
17.370858648025116,15.16087023853662
15.424948670398354,16.979175465735818
